Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes
Petronas FOB 2020-2024-04a,Fixed,Tianjin Lingang,0.0,2021-09-19,POSCO INT SG 2021-05,Gwangyang - LNG Terminal,2021-09-24,Aristos I,Fixed,Qalhat LNG Terminal,2021-10-08,No,No,,,,,,ZERO INDEX,17.32,17.32,387730.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,8.00925925925926,17.98076923076923,,,Initial Titan wiring: CNOOC 2019-2039-39 Titan Contract: POSCO INT SG 2021-05 Fixed: USD/MMBtu 17.32
PPT 2021-04,Spot Index,Corpus Christi,162549.0,2021-09-21,BPGE 2021-11,Barcelona LNG Terminal,2021-10-06,British Sponsor,Fixed,Barcelona LNG Terminal,2021-10-07,No,No,1.15,HH Final Settled,4.435,9.461,1.0,BPGE 1 Oct 21 Barca Partial ,0.0,29.18,640923.52,North America,European Union,Confirmed,Confirmed,16.716049382716047,,,"Initial Titan wiring: TAC PPT 2021-04, Port: TAC Europe Titan Contract: PPT 2021-04 Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 4.435, Titan Multiplier: 1.15","Initial Titan wiring: Freeport -104 Titan Contract: BPGE 2021-11 Titan Index: BPGE 1 Oct 21 Barca Partial , Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
NWS Equity -39,NWS Equity 1H,Withnell Bay,168000.0,2021-09-22,CNOOC 2019-2039-40 Dispute,Guangdong LNG Terminal,2021-10-05,British Achiever,CNOOC 2019-2039,Singapore,2021-10-11,No,No,0.0,NWS equity (1 July 2016 -),0.0,15.62,0.0,CNOOC DES,0.0,11.085,3117104.0,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,10.08695652173913,12.15,,,
BPGE 2021-07a,Fixed,Dalian - LNG Terminal,0.0,2021-09-24,Pavilion 2021-11,Singapore,2021-10-05,British Mentor,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",2021-11-27,No,No,,,,,1.0,JKM Monthly,0.0,35.873,220790.0,Japan / Korea / China / Taiwan,South East Asia,Confirmed,Confirmed,11.614583333333334,10.536858974358974,,,"Initial Titan wiring: ENI GLOBAL SG IT 2021-02 Titan Contract: Pavilion 2021-11 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
Marubeni 2021-01 (MOC),Fixed,Yung-an LNG Terminal,,2021-09-24,Total Asia 2021-07,Yung-an LNG Terminal,2021-09-24,Grace Cosmos,Spot Index,Tianjin Lingang,2021-11-04,,,,ZERO INDEX,16.9,16.9,1.0,JKM Monthly,-0.38,18.64,3251660.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,0.0,,"Initial Titan wiring: TAC Marubeni 2021-01 (MOC), Port: Tianjin Lingang Titan Contract: Marubeni 2021-01 (MOC) Fixed: USD/MMBtu 16.9","Initial Titan wiring: Marubeni 2021-01 (MOC) Titan Contract: Total Asia 2021-07 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.38, Titan Multiplier: 1.0"
AOT TRADING 2021-01,Fixed,Damietta,160161.0,2021-09-26,BPGE 2021-13-01,Sagunto LNG Terminal,2021-10-06,Aristidis I,Spot Index,Damietta,2021-10-12,No,No,,ZERO INDEX,23.6,23.600000000000005,1.0,BPGE 2021-13-01,0.0,30.88,3697793.69,North Africa and Europe,European Union,Confirmed,Confirmed,7.6342592592592595,13.716666666666667,,Initial Titan wiring: Botas Strip 2021-03 Titan Contract: AOT TRADING 2021-01 Fixed: USD/MMBtu 23.6,"Initial Titan wiring: AOT TRADING 2021-01 Titan Contract: BPGE 2021-13-01 Titan Index: BPGE 2021-13-01, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
Itochu Corp 2021-05,Fixed,Higashi-Ogishima,,2021-09-26,JERA (TEPCO)-BPS SPA-65,Higashi-Ogishima,2021-09-26,Nizwa LNG,TEPCO 2 (Apr '19 +) Rich,Sakai LNG,2021-12-11,,,,ZERO INDEX,16.33,16.33,1.0,TEPCO - Combined Rich & Lean,0.0,11.05,3252690.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,0.0,,Initial Titan wiring: JERA (TEPCO)-BPS SPA-65 Titan Contract: Itochu Corp 2021-05 Fixed: USD/MMBtu 16.33,actual 1080 - 1180
PNG FOB 2018-2023-25,PNG,Port Moresby,173000.0,2021-09-27,CNOOC 2019-2039-41,Tianjin Lingang,2021-10-10,British Listener,CNOOC 2019-2039,Tianjin Lingang,2021-10-13,No,No,0.1155,"ICE Brent Frontline (1,1,1)",0.0,8.1372,1.0,CNOOC DES,0.0,10.989999999999998,3116695.0,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,14.006944444444445,,,,ADP disport: Zhejiang LNG Terminal
T4-247,T4 TRINIDAD,Point Fortin,140000.0,2021-09-27,ABS-122,AES Andres,2021-10-02,Attalos,DR,Corpus Christi,2021-10-12,No,No,,[Multi Load],,4.7927977238255455,1.0,HH Front Month Average (ABS),1.6,6.588100000000001,3075332.0,South America,South America,Confirmed,Confirmed,7.239583333333333,8.5,Equity pointed to backfillable sales,,"Initial Titan wiring: TAC ABS-122, Port:  Titan Contract: ABS Titan Index: HH Front Month Average (ABS), Titan Constant: USD/MMBtu 1.6, Titan Multiplier: 1.0"
Freeport -105,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000.0,2021-09-27,Botas Strip2 2021-19,Aliaga LNG,2021-10-29,Sean Spirit,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",2021-11-13,No,No,1.0,Freeport Contract,0.0,5.0255,1.0,TTF ICE FMA (USD - ECB FX),0.2,31.78,3721731.0,North America,North Africa and Europe,Confirmed,Confirmed,8.836065573770492,19.258928571428573,,,"Initial Titan wiring: Freeport -105 Titan Contract: Botas Strip2 2021 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu 0.2, Titan Multiplier: 1.0"
Trafigura 2021-02,Spot Index,Isle of Grain Gas Terminal,,2021-09-28,BPGM IoG-80,Isle of Grain Gas Terminal,2021-09-28,Methane Lydon Volney,Isle of Grain,,,,,1.0,TTF HEREN FMA Specific Days (USD - Reuters 4pm FX),-0.115,15.27,,ZERO INDEX,17.03,17.03,3130529.0,European Union,European Union,Confirmed,Confirmed,-0.0,,Longs against IoG,"Initial Titan wiring: TAC Trafigura 2021-02, Port: Bilbao - LNG Terminal Titan Contract: Trafigura 2021-02 Titan Index: TTF HEREN FMA Specific Days (USD - Reuters 4pm FX), Titan Constant: USD/MMBtu -0.07, Titan Multiplier: 1.0",
Freeport -106,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000.0,2021-09-30,Unipec 2021-12,Zhoushan,2021-11-03,Bahrain Spirit,Spot Index,Boryeong,2021-11-14,P,No,1.0,Freeport Contract,0.0,6.717150000000001,1.0,JKM Monthly,-0.132,33.118,3568547.0,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,13.11923076923077,2.0541666666666667,,,"Initial Titan wiring: TAC Unipec 2021-12, Port:  Titan Contract: Unipec 2021-08 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.132, Titan Multiplier: 1.0"
BPEC 2021-01a,Fixed,Revithousa LNG Terminal,0.0,2021-10-02,Botas Strip 2021-01,Marmara Ereglisi,2021-10-03,Vivit Americas LNG,Spot Index,Marmara Ereglisi,2021-10-05,No,No,,,,,1.0,TTF ICE FMA (USD - ECB FX),0.415,22.295,2733738.0,European Union,North Africa and Europe,Confirmed,Confirmed,-9.036458333333334,,,,"Initial Titan wiring: BPEC 2021-01 Titan Contract: Botas Strip 2021 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu 0.415, Titan Multiplier: 1.0"
Gazprom Iberia Strip-15,Gazprom Iberia,Barcelona LNG Terminal,156521.0,2021-10-03,,,,,,,,,,,,,,,,,,,European Union,,Terminated,,,,Terminated,,
NWS Upside 2021-03a,Fixed,Yung-an LNG Terminal,0.0,2021-10-03,STS Linggi 2021-01 Discharge Leg-01,STS Linggi,2021-10-15,BW Lesmes,Fixed,Cove Point - LNG,2021-11-18,No,No,,,,,,ZERO INDEX,0.0001,0.0001,271903.0,Japan / Korea / China / Taiwan,South East Asia,Confirmed,Confirmed,6.945754716981132,15.770897043832823,,,Initial Titan wiring: Kyushu 2020-FOB Bontang 01 Titan Contract: STS Linggi 2021-01 Discharge Leg Fixed: USD/MMBtu 1.0E-4
Fixed Singapore Energy Oct-21,Charter In,Gibraltar,,2021-10-04,,Gibraltar,2021-10-04,Singapore Energy,Charter In,Point Fortin,2021-10-22,,,,,,,,,,,,European Union,European Union,,,-0.0,0.0,,,
Gazprom LNG 2021-03,Spot Index,Zeebrugge LNG Terminal,164372.0,2021-10-04,CPC 2020-Strip-07,Yung-an LNG Terminal,2021-11-02,British Partner,Spot Index,Singapore,2021-11-15,S,No,1.0,TTF ICIS Heren Front Month Average Reuters 4pm EUR/USD,0.2,22.75,1.0,JKM Monthly,-0.122,33.132,3792740.0,European Union,Japan / Korea / China / Taiwan,Confirmed,Confirmed,15.698484848484847,5.649305555555556,,"Initial Titan wiring: TAC Gazprom LNG 2021-03, Port: TAC Pacific Titan Contract: Gazprom LNG 2021-03 Titan Index: TTF ICIS Heren Front Month Average Reuters 4pm EUR/USD, Titan Constant: USD/MMBtu 0.2, Titan Multiplier: 1.0","Initial Titan wiring: TAC CPC 2020-Strip-07, Port:  Titan Contract: CPC 2020-Strip-07 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.122, Titan Multiplier: 1.0"
Kyushu 2020-FOB Bontang 01a,Fixed,Tianjin Sinopec,0.0,2021-10-05,STS Linggi 2021-01 Discharge Leg-02,STS Linggi,2021-10-18,BW Helios,Fixed,Port Moresby,2021-11-01,No,No,,,,,,ZERO INDEX,0.0001,0.0001,482525.0,Japan / Korea / China / Taiwan,South East Asia,Confirmed,Confirmed,10.675287356321839,10.0,,,
T4-260,T4 TRINIDAD,Point Fortin,147000.0,2021-10-05,PTT-SPA-2018-63,Map Ta Phut,2021-11-04,Patris,PTT,Singapore,2021-11-07,No,No,,[Multi Load],,4.840255,1.0,PTT Index,0.0,9.1378,3174010.0,South America,South East Asia,Confirmed,Confirmed,16.91235632183908,21.13888888888889,,,
Fixed Vivit Americas LNG Sep-21,Charter In,Marmara Ereglisi,,2021-10-05,,Marmara Ereglisi,2021-10-05,Vivit Americas LNG,Charter In,,,,,,,,,,,,,,North Africa and Europe,North Africa and Europe,,,-0.0,,,,
APLNG 2021-01,Spot Index,Gladstone LNG Terminal,144534.0,2021-10-06,Kansai-BPS SPA 1-38,Himeji,2021-10-24,Kmarin Emerald,Kansai,Darwin,2021-11-15,No,No,1.0,JKM Monthly,-1.392,31.858,1.1,HH Final Settled,7.0,13.43,3081650.0,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,9.588235294117647,6.3130081300813,,"Initial Titan wiring: Kansai-BPS SPA 1-38 Titan Contract: APLNG 2021-01 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -1.392, Titan Multiplier: 1.0",
PPT 2021-04a,Fixed,Barcelona LNG Terminal,0.0,2021-10-07,Botas Strip 2021-03,Marmara Ereglisi,2021-10-13,British Sponsor,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",2021-11-06,No,No,,,,,1.0,TTF ICE FMA (USD - ECB FX),0.415,22.295,2971854.0,European Union,North Africa and Europe,Confirmed,Confirmed,20.38888888888889,12.22962962962963,,,"Initial Titan wiring: TAC Botas Strip 2021-03, Port: Marmara Ereglisi Titan Contract: Botas Strip 2021 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu 0.415, Titan Multiplier: 1.0"
Petronas 2021-10,Fixed,Yung-an LNG Terminal,,2021-10-07,CPC 2017-2021-58 (rich >1060),Yung-an LNG Terminal,2021-10-07,Seri Cemara,CPC 2017-2021,,,,,,ZERO INDEX,17.42,17.42,0.115,"DB (3,1,1)-1",0.195,8.6441,3257770.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,,,Initial Titan wiring: PTT-SPA-2018-61 Titan Contract: Petronas 2021-10 Fixed: USD/MMBtu 17.42,
OMAN FOB SPA-60 Divertible,Oman FOB,Qalhat LNG Terminal,151000.0,2021-10-08,Exxon SPA-10,Cochin,2021-10-13,Aristos I,Exxon SPA,Withnell Bay,2021-10-28,No,No,0.1151,"DB (3,1,1)-1",0.0,8.46,0.1182,"DB (3,1,1)-1",0.0,8.6844,3521251.0,India & Middle-East,India & Middle-East,Confirmed,Confirmed,13.333333333333334,9.459876543209877,,,
Freeport -107,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000.0,2021-10-09,GNA1 Long Term LNG SPA-19,Porto do Acu,2021-10-30,Kinisis,Spot Index,Corpus Christi,2021-11-18,No,No,1.0,Freeport Contract,0.0,6.71715,,,,,,North America,South America,Confirmed,Confirmed,11.151709401709402,12.566666666666668,"Warning: Spanish Cargoes pointed to Argentina, etc",,"Initial Titan wiring: TAC GNA1 Long Term LNG SPA-19, Port:  Titan Contract: GNA1 Long Term LNG SPA Titan Index: GNA1 Long Term LNG SPA, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0"
Fixed Hongkong Energy Oct-21,Charter In,Singapore,,2021-10-10,,Singapore,2021-10-10,Hongkong Energy,Charter In,Point Fortin,2021-12-04,,,,,,,,,,,,South East Asia,South East Asia,,,-0.0,0.0,,,
NWS Equity -40,NWS Equity 1H,Withnell Bay,156400.0,2021-10-10,CNOOC 2020-2021-15,Guangdong LNG Terminal,2021-11-08,BW Magnolia,CNOOC 2020-21,Qalhat LNG Terminal,2021-11-28,No,No,0.0,NWS equity (1 July 2016 -),0.0,19.25,1.0,CNOOC 2020-21 (Option 2018) ICE Brent,0.0,10.4476,3168663.0,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,4.218181818181818,10.054824561403509,,,
Pavilion 2021-10,Spot Index,Singapore,10311.0,2021-10-11,STS Linggi 2021-01 Load Leg-01,STS Linggi,2021-10-14,British Achiever,Fixed,STS Linggi,2021-10-21,No,No,,[Multi Load],,4.60983854010003,,,,,,South East Asia,South East Asia,Confirmed,Confirmed,6.0,,,"Initial Titan wiring: TAC Pavilion 2021-10, Port: TAC Europe Titan Contract: Pavilion 2021-10 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0",
Freeport -108,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",153100.0,2021-10-11,Pavilion FOB-05,"Freeport LNG Terminal, Texas, U.S.A.",2021-10-11,BW Pavilion Leeara,Pavilion SPA FOB,Corpus Christi,2021-12-06,,,1.0,Freeport Contract,0.0,6.71715,1.0,Pavilion FOB,0.0,10.25,3435904.0,North America,North America,Confirmed,Confirmed,-0.0,0.0,,,
Woodside 2021-05 (MOC),Spot Index,Yuedong LNG,,2021-10-12,Unipec 2021-09,Yuedong LNG,2021-10-12,Seishu Maru,Spot Index,,,,,1.0,Woodside 2021-05 (MOC) Price Conversion,0.0,20.350065889999996,1.0,JKM Monthly,-0.021,18.999,3447727.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,,,"Initial Titan wiring: Unipec 2021-09 Titan Contract: Woodside 2021-05 (MOC) Titan Index: TTF ICE FMA (USD - Reuters 4pm FX) , Titan Constant: USD/MMBtu 1.75, Titan Multiplier: 1.0","Initial Titan wiring: TAC Unipec 2021-09, Port:  Titan Contract: Unipec 2021-08 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.021, Titan Multiplier: 1.0"
PPT 2021-05,Spot Index,Corpus Christi,159362.0,2021-10-12,Petrobras BV 2021-21,Guanabara LNG Terminal,2021-10-31,Attalos,Spot Index,Corpus Christi,2021-11-14,No,No,1.15,HH Final Settled,4.435,11.152,1.0,TTF HEREN FMA Specific Days (USD - ECB FX),0.045,29.5888,3444443.0,North America,South America,Confirmed,Confirmed,12.97142857142857,20.632575757575758,,"Initial Titan wiring: TAC PPT 2021-05, Port: TAC Europe Titan Contract: PPT 2021-05 Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 4.435, Titan Multiplier: 1.15","Initial Titan wiring: Freeport -105 Titan Contract: Petrobras BV 2021-21 Titan Index: TTF HEREN FMA Specific Days (USD - ECB FX), Titan Constant: USD/MMBtu 0.045, Titan Multiplier: 1.0"
EGAS 2021-2026-01,Spot Index,Damietta,179004.0,2021-10-12,Botas Strip 2021-04,Marmara Ereglisi,2021-11-01,Aristidis I,Spot Index,Damietta,2021-11-04,No,No,1.0,TTF FMA - 0.85 ($5.50 Floor),0.0,21.03,1.0,TTF ICE FMA (USD - ECB FX),0.415,31.995,3786733.0,North Africa and Europe,North Africa and Europe,Confirmed,Confirmed,1.6644736842105263,21.0,,,"Initial Titan wiring: TAC Botas Strip 2021-04, Port: Marmara Ereglisi Titan Contract: Botas Strip 2021 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu 0.415, Titan Multiplier: 1.0"
PNG FOB 2018-2023-25a,Fixed,Tianjin Lingang,0.0,2021-10-13,POSCO INT SG 2021-06,Samcheog,2021-10-21,British Listener,Fixed,"Freeport LNG Terminal, Texas, U.S.A.",2021-11-22,No,P,,,,,,ZERO INDEX,37.49,37.49,802420.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,5.726010101010101,12.979838709677418,,,Initial Titan wiring: PNG FOB 2018-2023-25 Titan Contract: POSCO INT SG 2021-06 Fixed: USD/MMBtu 37.49
Fixed BW Paris Oct-21,Charter In,Point Fortin,,2021-10-14,,Point Fortin,2021-10-14,BW Paris,Charter In,Point Fortin,2021-10-16,,,,,,,,,,,,South America,South America,,,-0.0,0.0,,,
Mitsui JP 2021-07,Spot Index,Qingdao,,2021-10-15,Unipec 2021-10,Qingdao,2021-10-15,Marvel Falcon,Spot Index,,,,,1.0,JKM Monthly,0.05,19.069,1.0,JKM Monthly,-0.011,19.009,3779777.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,,,"Initial Titan wiring: TAC Mitsui JP 2021-07, Port: Zhoushan Titan Contract: Mitsui JP 2021-07 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu 0.05, Titan Multiplier: 1.0","Initial Titan wiring: TAC Unipec 2021-10, Port:  Titan Contract: Unipec 2021-08 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.011, Titan Multiplier: 1.0"
Shell 2021-01,Repsol,Point Fortin,157038.0,2021-10-16,Botas Strip2 2021-20,Marmara Ereglisi,2021-11-05,BW Paris,Spot Index,Marmara Ereglisi,2021-11-06,No,No,,[Multi Load],,11.029803612722446,1.0,TTF ICE FMA (USD - ECB FX),0.2,31.78,3382919.0,South America,North Africa and Europe,Confirmed,Confirmed,11.486842105263158,,,,"Initial Titan wiring: Shell 2021-01 Titan Contract: Botas Strip2 2021 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu 0.2, Titan Multiplier: 1.0"
Darwin LNG 2021-03,Fixed,Darwin,167855.0,2021-10-17,Koch 2021-02,Tianjin Sinopec,2021-11-05,Woodside Chaney,Spot Index,Tianjin Sinopec,2021-11-10,No,No,,ZERO INDEX,18.4,18.4,1.0,JKM Monthly,-0.15,33.104,3905346.0,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,8.328571428571427,,,"Initial Titan wiring: TAC Darwin LNG 2021-03, Port: TAC Pacific Titan Contract: Darwin LNG 2021-03 Fixed: USD/MMBtu 18.4","Initial Titan wiring: TAC Koch 2021-02, Port:  Titan Contract: Koch 2021-02 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.15, Titan Multiplier: 1.0"
Fixed Corcovado LNG Oct-21,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",,2021-10-19,,"Freeport LNG Terminal, Texas, U.S.A.",2021-10-19,Corcovado LNG,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",2021-10-20,,,,,,,,,,,,North America,North America,,,-0.0,-0.0,,,
Itochu Corp 2021-06,Spot Index,Tianjin Lingang,,2021-10-19,ENN 2021 Strip-12a,Tianjin Lingang,2021-10-19,Isabella,Spot Index,,,,,1.0,JKM Monthly,-1.05,32.2,1.0,JKM Monthly,0.017,19.036,3163080.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,,,"Initial Titan wiring: ENN 2021 Strip -12 Titan Contract: Itochu Corp 2021-06 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -1.05, Titan Multiplier: 1.0","Initial Titan wiring: TAC ENN 2021 Strip -04, Port:  Titan Contract: ENN 2021 Strip  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu 0.017, Titan Multiplier: 1.0"
Freeport -109,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",150100.0,2021-10-20,PGNIG 2021-02,Swinoujscie,2021-11-03,Corcovado LNG,Spot Index,Swinoujscie,2021-11-05,No,No,1.0,Freeport Contract,0.0,6.71715,1.0,TTF ICE FMA Specific Days (USD - ECB FX),0.29,31.786800000000003,3241909.0,North America,European Union,Confirmed,Confirmed,18.43,,,,"Initial Titan wiring: TAC PGNIG 2021-02, Port:  Titan Contract: PGNIG 2021-02 Titan Index: TTF ICE FMA Specific Days (USD - ECB FX), Titan Constant: USD/MMBtu 0.29, Titan Multiplier: 1.0"
Pavilion 2021-10b,Fixed,STS Linggi,0.0,2021-10-21,BPGE 2021-17-01,"Cartagena LNG Terminal, Spain",2021-11-18,British Achiever,Spot Index,Point Fortin,2021-12-01,No,No,,,,,1.0,BPGE 2021-17-01,0.0,28.5,2285568.87,South East Asia,European Union,Confirmed,Confirmed,18.141666666666666,13.405797101449275,,,"Initial Titan wiring: Pavilion 2021-10  Titan Contract: BPGE 2021-17-01  Titan Index: BPGE 2021-17-01, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
T4-249,T4 TRINIDAD,Point Fortin,136135.0,2021-10-22,CPC 2017-2021-60,Yung-an LNG Terminal,2021-12-07,Singapore Energy,CPC 2017-2021,Point Fortin,2022-01-08,No,No,,[Multi Load],,7.4682572188519725,0.115,"DB (3,1,1)-1",0.195,9.43,2616096.037631,South America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,11.70185185185185,16.978494623655916,,,
OG T2 2016-31,Osaka Gas T2,Inchon - Soraepogu LNG Terminal,,2021-10-23,Kogas 2021 Strip-01,Inchon - Soraepogu LNG Terminal,2021-10-23,LNG Venus,Spot Index,Sendai,2021-12-14,,,1.0,"JLC (3,2,1)",-0.15,9.490000000000002,1.0,TTF ICE FMA (USD - ECB FX),2.475,24.359,3575971.6,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,0.0,,,"Initial Titan wiring: TAC Kogas 2021 Strip-01, Port:  Titan Contract: Kogas 2021 Strip Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu 2.475, Titan Multiplier: 1.0"
Fixed Hoegh Galleon Oct-21,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",,2021-10-25,,"Freeport LNG Terminal, Texas, U.S.A.",2021-10-25,Hoegh Galleon,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",2021-10-27,,,,,,,,,,,,North America,North America,,,-0.0,0.0,,,
Petronas 2021-06,Spot Index,Bintulu LNG Terminal,149572.0,2021-10-25,CNOOC 2019-2039-42,Zhuhai,2021-11-15,Tristar Ruby,CNOOC 2019-2039,"Freeport LNG Terminal, Texas, U.S.A.",2021-12-20,No,No,0.1203,"ICE Brent Frontline (3,1,1)",-0.88,7.920000000000001,0.0,CNOOC DES,0.0,12.875,3176728.0,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,2.50625,17.86887254901961,,"Initial Titan wiring: TAC Petronas 2021-06, Port: TAC Pacific Titan Contract: Petronas 2021-06 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu -0.88, Titan Multiplier: 0.1203",ADP disport: Dalian LNG Terminal  Note: Sub Bintulu as load port (done on 23-Sep)
OSAKA GAS ENERGY SG 2021-01,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",122432.0,2021-10-25,GNA1 Long Term LNG SPA-20,Porto do Acu,2021-11-18,British Contributor,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",2021-12-06,No,No,1.0,JKM Monthly,-3.43,28.179999999999996,,,,,,North America,South America,Confirmed,Confirmed,9.664814814814815,13.179292929292929,"Warning: Spanish Cargoes pointed to Argentina, etc","Initial Titan wiring: TAC OSAKA GAS ENERGY SG 2021-01, Port: TAC Europe Titan Contract: OSAKA GAS ENERGY SG 2021-01 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -3.57, Titan Multiplier: 1.0","Initial Titan wiring: TAC GNA1 Long Term LNG SPA-20, Port: Porto do Acu Titan Contract: GNA1 Long Term LNG SPA Titan Index: GNA1 Long Term LNG SPA, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
BPGE 2021-10,Spot Index,Sagunto LNG Terminal,82608.0,2021-10-26,,,,,,,,,,,,,,,,,,,European Union,,Terminated,,,,Terminated,"Initial Titan wiring: BPGE-53  Titan Contract: BPGE 2021-10  Titan Index: TTF HEREN DA (USD - ECB FX), Titan Constant: USD/MMBtu 0.14, Titan Multiplier: 1.0",
NFE 2021-03,Spot Index,Sagunto LNG Terminal,,2021-10-27,BPGE 2021-12-01,Sagunto LNG Terminal,2021-10-27,Merchant,Spot Index,Qalhat LNG Terminal,2024-10-02,,,0.143,"DB (1,1,1)",9.57,20.23,1.0,BPGE 2021-12-01,0.0,28.07,2942570.13,European Union,European Union,Confirmed,Confirmed,-0.0,0.0,,"Initial Titan wiring: TAC NFE 2021-03, Port: Sagunto LNG Terminal Titan Contract: NFE 2021-03 Titan Index: DB (1,1,1), Titan Constant: USD/MMBtu 9.57, Titan Multiplier: 0.143","Initial Titan wiring: NFE 2021-03 Titan Contract: BPGE 2021-12-01 Titan Index: BPGE 2021-12-01, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
