Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes,Carriage Type
Fixed BW Helios May-21,Charter In,Pyeong Taek LNG Terminal,,28/05/2021,,Pyeong Taek LNG Terminal,28/05/2021,BW Helios,Charter In,Point Fortin,04/07/2021,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,,,0,0,,,,BP Delivered
Freeport -082a,Fixed,Guanabara LNG Terminal,0,28/05/2021,IEASA Strip 2021-01-04,Escobar LNG Terminal,01/06/2021,Methane Lydon Volney,Spot Index,Escobar LNG Terminal,04/06/2021,No,No,,,,,1,HH Final Settled,3.999,6.983,2044104,South America,South America,Confirmed,Confirmed,17.74747024,,,,"Initial Titan wiring: Freeport -082  Titan Contract: IEASA Strip 2021-01  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 3.999, Titan Multiplier: 1.0",BP Delivered
Fixed Maran Gas Leto May-21,Charter In,Port Moresby,,29/05/2021,,Port Moresby,29/05/2021,Maran Gas Leto,Charter In,Port Moresby,30/05/2021,,,,,,,,,,,,South East Asia,South East Asia,,,0,0,,,,BP Delivered
PNG FOB 2018-2023-21,PNG,Port Moresby,173000,30/05/2021,Kansai-BPS SPA 2-39,Sakai LNG,09/06/2021,Maran Gas Leto,Kansai II,Sakai LNG,10/06/2021,No,No,0.1155,"ICE Brent Frontline (1,1,1)",0,7.5428,1.2,HH Final Settled,6.53,10.11,4017820,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,15.56407407,,,,Firm - Divertible Cargo,BP Delivered
Fixed Maran Gas Sparta May-21,Charter In,Higashi-Ogishima,,30/05/2021,,Higashi-Ogishima,30/05/2021,Maran Gas Sparta,Charter In,,,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,,,0,,,,,BP Delivered
PPT 2021-01a,Fixed,Guanabara LNG Terminal,0,31/05/2021,IEASA Strip 2021-01-05,Escobar LNG Terminal,04/06/2021,British Listener,Spot Index,Cove Point - LNG,01/07/2021,No,No,,,,,1,HH Final Settled,4.106,7.09,2146050,South America,South America,Confirmed,Confirmed,17.74747024,10.27875719,,,"Initial Titan wiring: TAC IEASA Strip 2021-01-05, Port:   Titan Contract: IEASA Strip 2021-01  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 4.106, Titan Multiplier: 1.0",BP Delivered
ENI GLOBAL ENERGY 2021-05,Spot Index,Damietta,156777,31/05/2021,Mitsui JP 2021-02 FE DKI swap leg-2,Mina Al-Ahmadi,17/06/2021,Patris,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",14/07/2021,S,S,1,TTF ICIS Heren Front Month Average,-0.03,8.86,1,JKM Monthly,-0.19,8.942,3241630,Eastern Africa,India & Middle-East,Confirmed,Confirmed,8.623707924,16.64636883,,"Initial Titan wiring: Mitsui JP 2021-02 FE DKI swap leg-2  Titan Contract: ENI GLOBAL ENERGY 2021-05  Titan Index: TTF ICIS Heren Front Month Average, Titan Constant: USD/MMBtu -0.03, Titan Multiplier: 1.0","Initial Titan wiring: TAC Mitsui JP 2021-02 FE DKI swap leg-2, Port:  Titan Contract: Mitsui JP 2021-02 FE DKI swap leg-2 Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.19, Titan Multiplier: 1.0",BP Delivered
Freeport -085,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",140000,01/06/2021,Engie SG 2021-02-02,Barcelona LNG Terminal,19/06/2021,British Sapphire,Fixed,Barcelona LNG Terminal,20/06/2021,No,No,1,Freeport Contract,0,3.4316,0,Zero Index (Euros),8.2059,8.205988,836935.6,North America,European Union,Confirmed,Confirmed,13.4909967,,,,Initial Titan wiring: Freeport -085  Titan Contract: Engie EM 2021-02  Fixed: EUR/MMBtu 8.2059,BP Delivered
Maintenance at Singapore - B. Sponsor,Maintenance,Singapore,,01/06/2021,,Singapore,03/06/2021,British Sponsor,Maintenance,Damietta,20/06/2021,,,,,,,,,,,,South East Asia,South East Asia,,,,0,,,,BP Delivered
GAIL 2020-05,Spot Index,Cove Point - LNG,162119,01/06/2021,Petrobras Strip 2021-04,Guanabara LNG Terminal,14/06/2021,Gaslog Shanghai,Spot Index,Guanabara LNG Terminal,19/06/2021,No,No,1,TTF ICE FMA Specific Days (USD - Reuters 4pm FX),-0.52,8.3878,1,TTF ICE FMA (USD - ECB FX),-0.3,8.5719,1076529,North America,South America,Confirmed,Confirmed,16.66760417,,,"Initial Titan wiring: TAC GAIL 2020-05, Port: TAC Europe Titan Contract: GAIL 2020-05 Titan Index: TTF ICE FMA (USD - Reuters 4pm FX) , Titan Constant: USD/MMBtu -0.52, Titan Multiplier: 1.0","Initial Titan wiring: Freeport -085  Titan Contract: Petrobras Strip 2021  Titan Index: TTF ICIS Heren Front Month Average, Titan Constant: USD/MMBtu -0.3, Titan Multiplier: 1.0",BP Delivered
Kyushu 2021-02,Fixed,Map Ta Phut,,01/06/2021,PTT-SPA-2018-54,Map Ta Phut,01/06/2021,Grace Cosmos,PTT,,,,,,ZERO INDEX,6.948,6.948,1,PTT Index,0,7.2957,3328871,South East Asia,South East Asia,Confirmed,Confirmed,0,,,"Initial Titan wiring: TAC Kyushu 2021-02, Port: Yung-an LNG Terminal  Titan Contract: Kyushu 2021-02  Fixed: USD/MMBtu 6.938",,BP Delivered
Pertamina 2021-01,Spot Index,Corpus Christi,154702,01/06/2021,Cheniere 2021-01,Salvador,16/06/2021,Kinisis,Spot Index,Point Fortin,26/06/2021,No,No,1.15,HH Final Settled,2.725,6.16,1,TTF HEREN FMA Specific Days (USD - Reuters 2pm FX),-0.1,8.8,3488416,North America,South America,Confirmed,Confirmed,14.67592593,15.21065476,,"Initial Titan wiring: TAC Pertamina 2021-01, Port: TAC Europe  Titan Contract: Pertamina 2021-01  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 2.725, Titan Multiplier: 1.15","Initial Titan wiring: Pertamina 2021-01  Titan Contract: Cheniere 2021-01  Titan Index: TTF HEREN FMA Specific Days (USD - Reuters 4pm FX), Titan Constant: USD/MMBtu -0.1, Titan Multiplier: 1.0",BP Delivered
RWE 2021-03,Spot Index,Isle of Grain Gas Terminal,,01/06/2021,BPGM IoG-70,Isle of Grain Gas Terminal,01/06/2021,Nikolay Yevgenov,Isle of Grain,,,,,1,NBP ICE FMA Specific Days (USD - BoE FX),-0.37,8.7006,,ZERO INDEX,8.93,8.93,3736511,European Union,European Union,Confirmed,Confirmed,0,,Longs against IoG,,,BP Delivered
Repsol 2021-01,Spot Index,Krk Island,,01/06/2021,PPD Mid Term 2020-04,Krk Island,01/06/2021,Rias Baixas Knutsen,PPD Mid Term 2020,,,,,1,TTF ICE FMA (USD - Reuters 4pm FX) ,-0.24,6.8579,0,TTF ICIS Heren Front Month Average (EUR),-0.13,7.19,3410330,European Union,European Union,Confirmed,Confirmed,0,,,"Initial Titan wiring: PPD Mid Term 2020-04  Titan Contract: Repsol 2021-01  Titan Index: TTF ICE FMA (USD - Reuters 4pm FX) , Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0",,BP Delivered
Cheniere FOB Strip 2020-06,Spot Index,Sabine Pass LNG Terminal,173377,02/06/2021,Petrobras Strip-2 2021-10,Guanabara LNG Terminal,26/06/2021,British Contributor,Spot Index,Guanabara LNG Terminal,29/06/2021,No,No,1.15,HH Final Settled,1.15,4.5816,1,TTF ICE FMA (USD - ECB FX),-0.25,8.6219,1622742,North America,South America,Confirmed,Confirmed,9.698804348,,,"Initial Titan wiring: TAC Cheniere FOB Strip 2020-06, Port: TAC Europe Titan Contract: Cheniere FOB Strip  2020 Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 1.15, Titan Multiplier: 1.15","Initial Titan wiring: TAC Petrobras Strip-2 2021-10, Port:   Titan Contract: Petrobras Strip-2 2021  Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu -0.25, Titan Multiplier: 1.0",BP Delivered
OMAN FOB SPA-55,Oman FOB,Qalhat LNG Terminal,170000,02/06/2021,,,,,,,,,,,,,,,,,,,India & Middle-East,,Unconfirmed,,,,Unconfirmed,,,BP Delivered
Unipec 2021-24 (MOC),Fixed,Yung-an LNG Terminal,,03/06/2021,CPC 2017-2021-50,Yung-an LNG Terminal,03/06/2021,Nizwa LNG,CPC 2017-2021,,,,,,ZERO INDEX,8.9,8.9,0.115,"DB (3,1,1)-1",0.195,7.8264,3323330,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,0,,,,,BP Delivered
Fixed Methane Lydon Volney May-21,Charter In,Escobar LNG Terminal,,04/06/2021,,Escobar LNG Terminal,04/06/2021,Methane Lydon Volney,Charter In,,,,,,,,,,,,,,South America,South America,,,0,,,,,BP Delivered
PetroChina 2021-01 (MOC),Fixed,Yung-an LNG Terminal,,06/06/2021,CPC 2020-Strip-02,Yung-an LNG Terminal,06/06/2021,Energy Advance,Spot Index,,,,,,ZERO INDEX,8.75,8.75,1,JKM Monthly,-0.094,9.037,3323250,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,0,,,Initial Titan wiring: CPC 2017-2021-50  Titan Contract: PetroChina 2021-01 (MOC)  Fixed: USD/MMBtu 8.75,"Initial Titan wiring: TAC CPC 2020-Strip-02, Port:   Titan Contract: CPC 2020-Strip-02  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.094, Titan Multiplier: 1.0",BP Delivered
NWS Upside 2021-01,Spot Index,Withnell Bay,171000,07/06/2021,CNOOC 2019-2039-35,Tianjin Lingang,21/06/2021,BW Lesmes,CNOOC 2019-2039,Tianjin Lingang,25/06/2021,No,No,0,NWS equity (1 July 2016 -),0,8.71,0,CNOOC DES,0,9.22,3365262,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,12.95288199,,,"Initial Titan wiring: TAC NWS Upside 2021-01, Port: TAC Pacific Titan Contract: NWS Equity  Titan Index: NWS equity (1 July 2016 -), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0",ADP disport: Dalian LNG Terminal,BP Delivered
ENI GLOBAL ENERGY 2021-04,Fixed,Hazira - LNG Terminal,,08/06/2021,GSPC 2021-02,Hazira - LNG Terminal,08/06/2021,Gaslog Savannah,Spot Index,,,,,,ZERO INDEX,8.25,8.25,1,JKM Monthly,-0.27,8.862,3220380,India & Middle-East,India & Middle-East,Confirmed,Confirmed,0,,,Initial Titan wiring: GSPC 2021-02  Titan Contract: ENI GLOBAL ENERGY 2021-04  Fixed: USD/MMBtu 8.25,"Initial Titan wiring: TAC GSPC 2021-02, Port:   Titan Contract: GSPC 2021-02  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.27, Titan Multiplier: 1.0",BP Delivered
Gunvor 2020-05 Strip-02a,Spot Index,Guanabara LNG Terminal,0,08/06/2021,IEASA Strip 2021-01-06,Escobar LNG Terminal,13/06/2021,Tristar Ruby,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",01/07/2021,No,No,,,,,1,HH Final Settled,4.056,7.04,2014997,South America,South America,Confirmed,Confirmed,13.07708333,18.0787778,,,"Initial Titan wiring: TAC IEASA Strip 2021-01-06, Port:   Titan Contract: IEASA Strip 2021-01  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 4.056, Titan Multiplier: 1.0",BP Delivered
Freeport -086,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",106000,10/06/2021,IEASA 2021-02 Strip-02,Escobar LNG Terminal,26/06/2021,Kmarin Diamond,Spot Index,Point Fortin,12/07/2021,No,No,1,Freeport Contract,0,3.4316,1,HH Final Settled,5.457,8.441,2179213,North America,South America,Confirmed,Confirmed,18.70239521,14.00170467,,,"Initial Titan wiring: TAC IEASA 2021-02 Strip-02, Port:   Titan Contract: IEASA 2021-02 Strip  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 5.457, Titan Multiplier: 1.0",BP Delivered
Fixed Maran Gas Leto May-21,Charter In,Sakai LNG,,10/06/2021,,Sakai LNG,10/06/2021,Maran Gas Leto,Charter In,,,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,,,0,,,,,BP Delivered
Fixed Bonito LNG Jun-21,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",,11/06/2021,,"Freeport LNG Terminal, Texas, U.S.A.",11/06/2021,Bonito LNG,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",11/06/2021,,,,,,,,,,,,North America,North America,,,0,0,,,,BP Delivered
Freeport -087,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,11/06/2021,Petrobras Strip 2021-05,Salvador,23/06/2021,Bonito LNG,Spot Index,Guanabara LNG Terminal,28/06/2021,No,No,1,Freeport Contract,0,3.4316,1,TTF ICE FMA (USD - ECB FX),-0.3,8.5719,1625602,North America,South America,Confirmed,Confirmed,18.63206349,16.12041667,,,"Initial Titan wiring: TAC Petrobras Strip 2021-05, Port:   Titan Contract: Petrobras Strip 2021  Titan Index: TTF ICIS Heren Front Month Average, Titan Constant: USD/MMBtu -0.3, Titan Multiplier: 1.0",BP Delivered
Shell 2021-01-02,Fixed,Dalian - LNG Terminal,,11/06/2021,Unipec 2021-03,Dalian - LNG Terminal,11/06/2021,Gaslog Geneva,Spot Index,,,,,,ZERO INDEX,7.501,7.501,1,JKM Monthly,-0.051,9.08,3406678,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,0,,,"Initial Titan wiring: TAC Shell 2021-01-02, Port: Tianjin Sinopec berth  Titan Contract: Shell 2021-01  Fixed: USD/MMBtu 7.501","Initial Titan wiring: TAC Unipec 2021-03, Port:   Titan Contract: Unipec 2021-03  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.051, Titan Multiplier: 1.0",BP Delivered
Vitol Asia 2021-01 (MOC),Spot Index,Shenzhen,,11/06/2021,RWE 2021-01,Shenzhen,11/06/2021,Trinity Arrow,Fixed,,,,,1,JKM Monthly,0,10.924,,ZERO INDEX,6.44,6.44,3292446,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,0,,,"Initial Titan wiring: RWE 2021-01  Titan Contract: Vitol Asia 2021-01 (MOC)  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.0","Initial Titan wiring: TAC RWE 2021-01, Port:   Titan Contract: RWE 2021-01  Fixed: USD/MMBtu 6.44",BP Delivered
Fixed Aristos Jun-21,Charter Out,Soyo Angola LNG Terminal,,13/06/2021,,Map Ta Phut,21/07/2021,Aristos I,Charter Out,Map Ta Phut,20/07/2021,,,,,,,,,,,,Western Africa,South East Asia,,,0,0,,,,BP Delivered
Novatek 2020-04,Spot Index,Rotterdam,,13/06/2021,Glencore Orsted Novation-04,Rotterdam,13/06/2021,Eduard Toll,Orsted DES 2020-2025 (TTF),,,,,1,TTF ICIS Heren Front Month Average (EUR),-0.17,7.1496,0,TTF ICE FS (USD - Reuters 4pm FX),0.035,9.05,3753066.52,European Union,European Union,Confirmed,Confirmed,0,,,"Initial Titan wiring: Orsted 2020-2025-05  Titan Contract: Novatek 2020-04  Titan Index: TTF ICIS Heren Front Month Average (EUR), Titan Constant: EUR/MMBtu -0.17, Titan Multiplier: 1.0","3.5Tbtu (3.4-3.6 +/-5% at Seller option).   Term: Oct 20 - Sep 25, 6 cargoes pa.   Cargoes in first contract year: 16-18 Oct 2020 / 15-17 Dec 2020 / Feb 21 / Apr 21 / Jun 21 / Aug 21; Cargoes in second contract year: Rateable starting Oct 21.   Ice TTF FS + 0.035 first three Contract Years (up to Sep 23);   10.60% DB6 for the first 3.23 Tbtu on cargoes from (including) October 23 - Sep 25 (Any quantity deliver above 3.23Tbtu will be at Ice TTF + 0.04).   Any GHV accepted.",BP Delivered
Freeport -290a,Fixed,Guanabara LNG Terminal,0,14/06/2021,IEASA Strip 2021-01-07,Escobar LNG Terminal,19/06/2021,Aristidis I,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",09/07/2021,No,No,,,,,1,HH Final Settled,3.952,6.936,2027305,South America,South America,Confirmed,Confirmed,13.07708333,15.95186277,,,"Initial Titan wiring: Freeport -085  Titan Contract: IEASA Strip 2021-01  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 3.952, Titan Multiplier: 1.0",BP Delivered
T4-402,T4 TRINIDAD,Point Fortin,151000,14/06/2021,Indian Oil 2021-04,Dahej,07/07/2021,British Achiever,Fixed,Damietta,20/07/2021,S,S,,[Multi Load],,3.613145,,ZERO INDEX,5.93,5.93,3276754.836,South America,India & Middle-East,Confirmed,Confirmed,16.01035774,10.83713281,,,"Initial Titan wiring: TAC Indian Oil 2021-04, Port:   Titan Contract: Indian Oil 2021-04  Fixed: USD/MMBtu 5.93",BP Delivered
Fixed BW Pavilion Aranthera Jun-21,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",,14/06/2021,,"Freeport LNG Terminal, Texas, U.S.A.",14/06/2021,BW Pavilion Aranthera,Charter In,"Freeport LNG Terminal, Texas, U.S.A.",16/06/2021,,,,,,,,,,,,North America,North America,,,0,0,,,,BP Delivered
Chevron 2020-05 Cargo 3,Spot Index,Sakai LNG,,16/06/2021,Kansai-BPS SPA 1-34,Sakai LNG,16/06/2021,Asia Endeavour,Kansai,,,,,1,Chevron 2020-05,0,7.071,1.1,HH Final Settled,7,10.28,3396430,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,0,,,"Initial Titan wiring: TAC Chevron 2020-05 Cargo 3, Port: TAC Pacific Titan Contract: Chevron 2020-05 Titan Index: ICE Brent Frontline (1,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.10358  NQ 3.55 +-5%",,BP Delivered
Freeport -088,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",170000,16/06/2021,Petrobras 2021-15,Salvador,01/07/2021,BW Pavilion Aranthera,Spot Index,Guanabara LNG Terminal,05/07/2021,No,No,1,Freeport Contract,0,3.4316,1,TTF HEREN FMA Specific Days (USD - ECB FX),-0.2,10.4563,1633851,North America,South America,Confirmed,Confirmed,14.49160494,32.24083333,,,"Initial Titan wiring: Freeport -088  Titan Contract: Petrobras 2021-15  Titan Index: TTF HEREN FMA Specific Days (USD - ECB FX), Titan Constant: USD/MMBtu -0.2, Titan Multiplier: 1.0",BP Delivered
DXT Comm 2021-01,Spot Index,Bilbao - LNG Terminal,,17/06/2021,Repsol 2019-01 Strip-09,Bilbao - LNG Terminal,17/06/2021,Ribera Del Duero Knutsen,Repsol 2019,,,,,1,TTF HEREN FMA Specific Days (USD - Reuters 2pm FX),-0.44,8.5383,0,TTF ICE FMA (USD - ECB FX),-0.25,8.6229,3016894,European Union,European Union,Confirmed,Confirmed,0,,,"Initial Titan wiring: TAC DXT Comm 2021-01, Port: Bilbao - LNG Terminal  Titan Contract: DXT Comm 2021-01  Titan Index: TTF HEREN FMA Specific Days (USD - Reuters 2pm FX), Titan Constant: USD/MMBtu -0.44, Titan Multiplier: 1.0",,BP Delivered
Gail 2020-05a,Fixed,Guanabara LNG Terminal,0,19/06/2021,IEASA 2021-02 Strip-01,Escobar LNG Terminal,22/06/2021,Gaslog Shanghai,Spot Index,Escobar LNG Terminal,25/06/2021,No,No,,,,,1,HH Final Settled,6.257,9.241,2203197,South America,South America,Confirmed,Confirmed,27.60717593,,,,"Initial Titan wiring: TAC IEASA 2021-02 Strip-01, Port:   Titan Contract: IEASA 2021-02 Strip  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 6.257, Titan Multiplier: 1.0",BP Delivered
Gunvor SG 2021-03-02,Spot Index,Cochin,,19/06/2021,Exxon SPA-08,Cochin,19/06/2021,Sonangol Benguela,Exxon SPA,,,,,1,TTF ICE FMA (USD - Reuters 4pm FX) ,0.61,9.4833,0.1182,"DB (3,1,1)-1",0,7.8433,3421628,India & Middle-East,India & Middle-East,Confirmed,Confirmed,0,,,"Initial Titan wiring: Exxon SPA-08 Titan Contract: Gunvor SG 2021-03 Titan Index: TTF ICE FMA (USD - Reuters 4pm FX) , Titan Constant: USD/MMBtu 0.61, Titan Multiplier: 1.0",,BP Delivered
Freeport -085a,Fixed,Barcelona LNG Terminal,0,20/06/2021,IEASA Strip 2021-01-10,Escobar LNG Terminal,05/07/2021,British Sapphire,Spot Index,"Freeport LNG Terminal, Texas, U.S.A.",26/07/2021,No,No,,,,,1,HH Final Settled,3.998,7.62,2039778.659,European Union,South America,Confirmed,Confirmed,20.31924491,15.06564817,,,"Initial Titan wiring: TAC IEASA Strip 2021-01-10, Port:   Titan Contract: IEASA Strip 2021-01  Titan Index: HH Final Settled, Titan Constant: USD/MMBtu 3.998, Titan Multiplier: 1.0",BP Delivered
ENI GLOBAL ENERGY 2021-06,Fixed,Damietta,160785,20/06/2021,CNOOC 2020-2021-13a,Singapore,04/07/2021,British Sponsor,CNOOC 2020-21,Singapore,05/07/2021,S,No,,[Multi Load],,9.026764846,,,,,,Eastern Africa,South East Asia,Confirmed,Confirmed,17.55263252,,,,,BP Delivered
Freeport -089,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",160000,20/06/2021,Pavilion FOB-04,"Freeport LNG Terminal, Texas, U.S.A.",20/06/2021,BW Pavilion Leeara,Pavilion SPA FOB,Ras Laffan (Rich),20/09/2024,,,1,Freeport Contract,0,3.4316,1,Pavilion FOB,0,6.96,3565869,North America,North America,Confirmed,Confirmed,0,0,,,,BP Delivered
PNG FOB 2018-2023-22,PNG,Port Moresby,173000,21/06/2021,CNOOC 2019-2039-36,Guangdong LNG Terminal,05/07/2021,British Mentor,CNOOC 2019-2039,"Freeport LNG Terminal, Texas, U.S.A.",22/08/2021,No,No,0.1155,"ICE Brent Frontline (1,1,1)",0,7.8847,0,CNOOC DES,0,9.395,3921501.566,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,10.71983974,12.94555027,,,,BP Delivered
GUANGDONG JOVO 2021-01-02,Spot Index,Guangdong LNG Terminal,,22/06/2021,BPCHC 2021-2022-04,Guangdong LNG Terminal,22/06/2021,LNG Pioneer,BPCHC 2021-2022,,,,,1,Jovo Jun 21 Spot,0.7,8.01,1,BPCHC 2021-2022 CNY,0,56.5434,3103074,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,0,,,"Initial Titan wiring: TAC Singapore Carbon 2021-01, Port: Tianjin Sinopec berth  Titan Contract: Singapore Carbon 2021-01  Titan Index: Jovo Jun 21 Spot, Titan Constant: USD/MMBtu 0.7, Titan Multiplier: 1.0",,BP Delivered
Petronas DES 2020-2024-09,Petronas DES 2020-2024,Bei Hai,,24/06/2021,Unipec 2021-04,Bei Hai,24/06/2021,Seri Cenderawasih,Spot Index,Boryeong,12/07/2021,,,0.1203,"ICE Brent Frontline (3,1,1)",0,7.99,1,JKM Monthly,-0.022,9.11,3383956,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,0,0,,"JKTC discharge option.   Japan/Taiwan GHV 1040-1150, Korea/China GHV 1000-1140.   Narrowed by Petronas at ADP to specific value (+-5%) within the following ranges - Non US cargoes: 3.30 - 3.55Tbtu, US cargoes: 3.70 - 3.80Tbtu","Initial Titan wiring: TAC Unipec 2021-04, Port:   Titan Contract: Unipec 2021-04  Titan Index: JKM Monthly, Titan Constant: USD/MMBtu -0.022, Titan Multiplier: 1.0",BP Delivered
NWS Upside 2021-01a,NWS Equity 1H,Tianjin Lingang,26000,25/06/2021,POSCO INT SG 2021-02,Gwangyang - LNG Terminal,27/06/2021,BW Lesmes,Fixed,Pluto LNG Jetty,15/07/2021,No,No,,,,,,ZERO INDEX,10.9179,10.9179,474270,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,57.67664226,8.643444381,,,Initial Titan wiring: CNOOC 2019-2039-35  Titan Contract: POSCO INT SG 2021-02  Fixed: USD/MMBtu 10.9179,BP Delivered
Fixed Gaslog Shanghai May-21,Charter In,Escobar LNG Terminal,,25/06/2021,,Escobar LNG Terminal,25/06/2021,Gaslog Shanghai,Charter In,,,,,,,,,,,,,,South America,South America,,,0,,,,,BP Delivered
Novatek 2021-02a,Spot Index,Bilbao - LNG Terminal,,26/06/2021,BPGE 2021-51a,Bilbao - LNG Terminal,26/06/2021,Christophe de Margerie,Fixed,Bilbao - LNG Terminal,26/06/2021,,,,,,,,ZERO INDEX,8.775,8.775,570613,European Union,European Union,Confirmed,Confirmed,0,0,,,Initial Titan wiring: Novatek 2021-02  Titan Contract: BPGE 2021-51a  Fixed: USD/MMBtu 8.79,BP Delivered
Novatek 2021-02,Spot Index,Bilbao - LNG Terminal,,26/06/2021,Equinor 2021-02,Bilbao - LNG Terminal,26/06/2021,Christophe de Margerie,Fixed,Bilbao - LNG Terminal,26/06/2021,,,1,TTF ICIS Heren Front Month Average 3dp (EUR),-0.15,7.1696,,ZERO INDEX,9.32,9.32,3207414,European Union,European Union,Confirmed,Confirmed,0,0,,"Initial Titan wiring: BPGM IoG-73  Titan Contract: Novatek 2021-02  Titan Index: TTF ICIS Heren Front Month Average 3dp (EUR), Titan Constant: EUR/MMBtu -0.15, Titan Multiplier: 1.0","Initial Titan wiring: TAC Equinor 2021-02, Port:   Titan Contract: Equinor 2021-02  Fixed: USD/MMBtu 9.32",BP Delivered
Pavilion Energy Spain SAU-06,Iberdrola,Bilbao - LNG Terminal,,26/06/2021,BPGE-51,Bilbao - LNG Terminal,26/06/2021,Christophe de Margerie,BPGE DES,,,,,0.095,"DB (6,1,1)-1",1.28,7.075,0,BPGE-51,0,9.07,2835000,European Union,European Union,Confirmed,Confirmed,0,,,,,BP Delivered
T4-238,T4 TRINIDAD,Point Fortin,132000,26/06/2021,ABS-83,AES Andres,30/06/2021,Kinisis,DR,"Freeport LNG Terminal, Texas, U.S.A.",11/07/2021,No,No,,[Multi Load],,2.617633,1,HH Front Month Average (ABS),1.6,4.5544,2904165,South America,South America,Confirmed,Confirmed,9.652183551,7.342959182,Equity pointed to backfillable sales,,,BP Delivered
